incident_id,source_field,source_value,mapped_ethics_issue,mapped_application_area,mapping_reason
1188,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
1123,text_for_classification,exam,,AI education,Matched education-related deployment terms.
1123,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
1127,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1127,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1240,text_for_classification,investment,,Smart finance,"Matched finance, insurance, or trading terms."
1240,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1119,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1119,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1122,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
1122,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1181,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1181,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
1121,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1121,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1124,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
1124,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1133,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1133,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1134,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
1134,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1139,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
1139,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
1179,text_for_classification,recruitment,,AI recruitment,Matched hiring or candidate-screening terms.
1179,text_for_classification,privacy,Privacy,,"Matched privacy, surveillance, or data-protection terms."
1252,text_for_classification,chatgpt,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1252,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
1451,text_for_classification,physician,,Smart healthcare,Matched healthcare or clinical terms.
1451,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1553,text_for_classification,investment,,Smart finance,"Matched finance, insurance, or trading terms."
1553,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1135,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
1135,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
1155,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
1155,text_for_classification,error,Inappropriate use (bad performance),,"Matched poor performance, malfunction, or incorrect-output terms."
1235,text_for_classification,investment,,Smart finance,"Matched finance, insurance, or trading terms."
1235,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1449,text_for_classification,chatgpt,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1449,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
1532,text_for_classification,mortgage,,Smart finance,"Matched finance, insurance, or trading terms."
1532,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1132,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
1132,text_for_classification,impersonat,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1219,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
1219,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
1535,text_for_classification,chatgpt,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1535,text_for_classification,died,Physical safety,,"Matched physical harm, collision, or fatality terms."
1535,text_for_classification,suicide,Mental health,,Matched mental-health or emotional-harm terms.
1535,text_for_classification,failed,Inappropriate use (bad performance),,"Matched poor performance, malfunction, or incorrect-output terms."
1136,text_for_classification,investment,,Smart finance,"Matched finance, insurance, or trading terms."
1136,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1218,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
1218,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
1142,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
1142,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1153,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
1153,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1216,text_for_classification,chatgpt,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1216,text_for_classification,failed,Inappropriate use (bad performance),,"Matched poor performance, malfunction, or incorrect-output terms."
1576,text_for_classification,chatbot,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1576,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
1146,text_for_classification,chatbot,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1146,text_for_classification,antisemitic,Racial discrimination,,"Matched race, ethnicity, or antisemitism discrimination terms."
1198,text_for_classification,chatbot,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1198,text_for_classification,antisemitic,Racial discrimination,,"Matched race, ethnicity, or antisemitism discrimination terms."
1217,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1217,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1356,text_for_classification,chatgpt,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1356,text_for_classification,privacy,Privacy,,"Matched privacy, surveillance, or data-protection terms."
1220,text_for_classification,llm,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1220,text_for_classification,phishing,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1148,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
1148,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1391,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1391,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1147,text_for_classification,investment,,Smart finance,"Matched finance, insurance, or trading terms."
1147,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1157,text_for_classification,chatbot,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1157,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
1416,text_for_classification,facial recognition,,Identity authentication,Matched identity verification or biometric authentication terms.
1416,text_for_classification,fraud,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1416,text_for_classification,error,Inappropriate use (bad performance),,"Matched poor performance, malfunction, or incorrect-output terms."
1360,text_for_classification,chatgpt,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1360,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
1455,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1455,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1158,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
1158,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
1208,text_for_classification,generative ai,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1208,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1152,text_for_classification,llm,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1152,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
1150,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1150,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1178,text_for_classification,gemini,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1178,text_for_classification,failed,Inappropriate use (bad performance),,"Matched poor performance, malfunction, or incorrect-output terms."
1149,text_for_classification,chatgpt,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1149,text_for_classification,self-harm,Mental health,,Matched mental-health or emotional-harm terms.
1171,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
1171,text_for_classification,privacy,Privacy,,"Matched privacy, surveillance, or data-protection terms."
1171,text_for_classification,hack,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1259,text_for_classification,chatgpt,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1259,text_for_classification,death,Physical safety,,"Matched physical harm, collision, or fatality terms."
1259,text_for_classification,suicide,Mental health,,Matched mental-health or emotional-harm terms.
1289,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1289,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1182,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1182,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1555,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
1555,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
1186,text_for_classification,llm,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1186,text_for_classification,privacy,Privacy,,"Matched privacy, surveillance, or data-protection terms."
1176,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
1176,text_for_classification,failed,Inappropriate use (bad performance),,"Matched poor performance, malfunction, or incorrect-output terms."
1213,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
1213,text_for_classification,privacy,Privacy,,"Matched privacy, surveillance, or data-protection terms."
1288,text_for_classification,investment,,Smart finance,"Matched finance, insurance, or trading terms."
1288,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1161,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
1161,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
1168,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1168,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
1237,text_for_classification,synthetic voice,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1237,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1165,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
1165,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1166,text_for_classification,suggested,,Intelligent recommendation,"Matched recommendation, ranking, or personalization terms."
1166,text_for_classification,hospitalized,Physical safety,,"Matched physical harm, collision, or fatality terms."
1204,text_for_classification,chatgpt,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1204,text_for_classification,surveillance,Privacy,,"Matched privacy, surveillance, or data-protection terms."
1204,text_for_classification,suicide,Mental health,,Matched mental-health or emotional-harm terms.
1170,text_for_classification,openai,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1170,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1175,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1175,text_for_classification,killed,Physical safety,,"Matched physical harm, collision, or fatality terms."
1175,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1397,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
1397,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1408,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
1408,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1184,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1184,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
1177,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
1177,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
1187,text_for_classification,chatgpt,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1187,text_for_classification,scam,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1190,text_for_classification,chatgpt,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1190,text_for_classification,death,Physical safety,,"Matched physical harm, collision, or fatality terms."
1190,text_for_classification,suicide,Mental health,,Matched mental-health or emotional-harm terms.
1185,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
1185,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1211,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
1211,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
1227,text_for_classification,investment,,Smart finance,"Matched finance, insurance, or trading terms."
1227,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1189,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1189,text_for_classification,personal data,Privacy,,"Matched privacy, surveillance, or data-protection terms."
1189,text_for_classification,scam,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1203,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1203,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
1210,text_for_classification,claude,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1210,text_for_classification,malware,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1193,text_for_classification,taxpayer,,Smart finance,"Matched finance, insurance, or trading terms."
1193,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
1315,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1315,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1315,text_for_classification,psychological harm,Mental health,,Matched mental-health or emotional-harm terms.
1372,text_for_classification,generative ai,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1372,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1513,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1513,text_for_classification,discriminat,Racial discrimination,,"Matched race, ethnicity, or antisemitism discrimination terms."
1513,text_for_classification,discriminat,Gender discrimination,,"Matched sex, gender, or sexuality discrimination terms."
1513,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1539,text_for_classification,robotaxi,,Autonomous driving,Matched autonomous-driving terms.
1539,text_for_classification,collision,Physical safety,,"Matched physical harm, collision, or fatality terms."
1201,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1201,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
1200,text_for_classification,chatbot,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1200,text_for_classification,suicide,Mental health,,Matched mental-health or emotional-harm terms.
1255,text_for_classification,investment,,Smart finance,"Matched finance, insurance, or trading terms."
1255,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1274,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
1274,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
1195,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1195,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1366,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1366,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1525,text_for_classification,investment,,Smart finance,"Matched finance, insurance, or trading terms."
1525,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1202,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1202,text_for_classification,misogyn,Gender discrimination,,"Matched sex, gender, or sexuality discrimination terms."
1202,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1205,text_for_classification,generative ai,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1205,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
1207,text_for_classification,investment,,Smart finance,"Matched finance, insurance, or trading terms."
1207,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1600,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1600,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
1215,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
1215,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
1435,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
1435,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1212,text_for_classification,chatbot,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1212,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
1229,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
1229,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1214,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
1214,text_for_classification,racist,Racial discrimination,,"Matched race, ethnicity, or antisemitism discrimination terms."
1214,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1262,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1262,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1431,text_for_classification,gemini,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1431,text_for_classification,death,Physical safety,,"Matched physical harm, collision, or fatality terms."
1431,text_for_classification,suicide,Mental health,,Matched mental-health or emotional-harm terms.
1431,text_for_classification,failed,Inappropriate use (bad performance),,"Matched poor performance, malfunction, or incorrect-output terms."
1283,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1283,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1223,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1223,text_for_classification,eligibility,Unfair algorithm (evaluation),,"Matched automated evaluation, scoring, or eligibility terms."
1223,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1224,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1224,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1486,text_for_classification,investment,,Smart finance,"Matched finance, insurance, or trading terms."
1486,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1225,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1225,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
1226,text_for_classification,investment,,Smart finance,"Matched finance, insurance, or trading terms."
1226,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1299,text_for_classification,chatgpt,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1299,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
1272,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1272,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1348,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
1348,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1479,text_for_classification,chatgpt,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1479,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
1238,text_for_classification,chatgpt,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1238,text_for_classification,bypass,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1232,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
1232,text_for_classification,fatal,Physical safety,,"Matched physical harm, collision, or fatality terms."
1232,text_for_classification,failed,Inappropriate use (bad performance),,"Matched poor performance, malfunction, or incorrect-output terms."
1234,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1234,text_for_classification,without consent,Privacy,,"Matched privacy, surveillance, or data-protection terms."
1234,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1251,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1251,text_for_classification,failed,Inappropriate use (bad performance),,"Matched poor performance, malfunction, or incorrect-output terms."
1270,text_for_classification,exam,,AI education,Matched education-related deployment terms.
1270,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
1353,text_for_classification,facial recognition,,Identity authentication,Matched identity verification or biometric authentication terms.
1353,text_for_classification,incorrect,Inappropriate use (bad performance),,"Matched poor performance, malfunction, or incorrect-output terms."
1231,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1231,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1241,text_for_classification,generative ai,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1241,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1233,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1233,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1244,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1244,text_for_classification,without consent,Privacy,,"Matched privacy, surveillance, or data-protection terms."
1244,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1243,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
1243,text_for_classification,malfunction,Inappropriate use (bad performance),,"Matched poor performance, malfunction, or incorrect-output terms."
1250,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
1250,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
1571,text_for_classification,generative ai,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1571,text_for_classification,failed,Inappropriate use (bad performance),,"Matched poor performance, malfunction, or incorrect-output terms."
1249,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1249,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1572,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1572,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
1248,text_for_classification,llm,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1248,text_for_classification,hallucinat,Inappropriate use (bad performance),,"Matched poor performance, malfunction, or incorrect-output terms."
1258,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
1258,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1384,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
1384,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1256,text_for_classification,investment,,Smart finance,"Matched finance, insurance, or trading terms."
1256,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1349,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
1349,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
1400,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
1400,text_for_classification,inaccurate,Inappropriate use (bad performance),,"Matched poor performance, malfunction, or incorrect-output terms."
1564,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1564,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1273,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1273,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
1253,text_for_classification,chatgpt,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1253,text_for_classification,died,Physical safety,,"Matched physical harm, collision, or fatality terms."
1253,text_for_classification,mental health,Mental health,,Matched mental-health or emotional-harm terms.
1269,text_for_classification,autonomous vehicle,,Autonomous driving,Matched autonomous-driving terms.
1269,text_for_classification,killed,Physical safety,,"Matched physical harm, collision, or fatality terms."
1290,text_for_classification,investment,,Smart finance,"Matched finance, insurance, or trading terms."
1290,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1265,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1265,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
1420,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
1420,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1563,text_for_classification,suggested,,Intelligent recommendation,"Matched recommendation, ranking, or personalization terms."
1563,text_for_classification,inaccurate,Inappropriate use (bad performance),,"Matched poor performance, malfunction, or incorrect-output terms."
1387,text_for_classification,chatgpt,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1387,text_for_classification,suicide,Mental health,,Matched mental-health or emotional-harm terms.
1514,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1514,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1425,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1425,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1533,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
1533,text_for_classification,hallucinat,Inappropriate use (bad performance),,"Matched poor performance, malfunction, or incorrect-output terms."
1268,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
1268,text_for_classification,fraud,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1267,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
